% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 03-01-2023 12:34:30 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.03308209428292489,9.467133344632135,true,0.0,0.0
0.23147401009072735,9.467133344632135,true,0.0,1.0
0.03880140873637421,9.467133344632135,true,0.0,0.0
0.36502232910276416,9.467133344632135,true,0.0,1.0
0.2263290981550129,9.467133344632135,true,0.0,0.0
0.2740775988336336,9.467133344632135,true,0.0,1.0
0.007997674087187486,9.467133344632135,true,0.0,0.0
0.31588056734270703,9.467133344632135,true,0.0,1.0
0.031381830874958445,9.467133344632135,true,0.0,0.0
0.21336420320137825,9.467133344632135,true,0.0,1.0
0.07459298584690818,9.467133344632135,true,0.0,0.0
0.29550675186684344,9.467133344632135,true,0.0,1.0
0.11032922784913589,9.467133344632135,true,0.0,0.0
0.2359665481363905,9.467133344632135,true,0.0,1.0
0.1816255850364706,9.467133344632135,true,0.0,0.0
0.15757239698386596,9.467133344632135,true,0.0,1.0
0.01222512675445598,9.467133344632135,true,0.0,0.0
0.13428044386947266,9.467133344632135,true,0.0,1.0
0.10137808759561362,9.467133344632135,true,0.0,0.0
0.18978433261941155,9.467133344632135,true,0.0,1.0
0.22585984250353058,9.467133344632135,true,0.0,0.0
0.16881082677917428,9.467133344632135,true,0.0,1.0
0.1924864004094639,9.467133344632135,true,0.0,0.0
0.12975450544743233,9.467133344632135,true,0.0,1.0
0.11100411071928148,9.467133344632135,true,0.0,0.0
0.15757239698386596,9.467133344632135,true,0.0,1.0
0.01222512675445598,9.467133344632135,true,0.0,0.0
0.18978433261941155,9.467133344632135,true,0.0,1.0
0.22585984250353058,9.467133344632135,true,0.0,0.0
0.1808373313240194,9.467133344632135,true,0.0,1.0
0.03274765996751359,9.467133344632135,true,0.0,0.0
0.2740775988336336,9.467133344632135,true,0.0,1.0
0.007997674087187486,9.467133344632135,true,0.0,0.0
0.1312790900292559,9.467133344632135,false,0.0,1.0
0.22520539278080293,9.467133344632135,true,0.0,0.0
0.25722391447695264,9.467133344632135,true,0.0,1.0
0.14186177026603008,9.467133344632135,false,0.0,0.0
0.22545241808879612,9.467133344632135,false,0.0,1.0
0.19649823856840964,13.407576354765524,true,0.0,0.0
0.40685520055132424,13.407576354765524,true,0.0,1.0
0.12304612504992152,13.407576354765524,true,0.0,0.0
0.48645110393309615,13.407576354765524,true,0.0,1.0
0.06419435170749299,13.407576354765524,true,0.0,0.0
0.39627149172409154,13.407576354765524,true,0.0,1.0
0.11174482172651917,13.407576354765524,true,0.0,0.0
0.48645110393309615,13.407576354765524,true,0.0,1.0
0.06419435170749299,13.407576354765524,true,0.0,0.0
0.498910384666749,13.407576354765524,true,0.0,1.0
0.05558298625406384,13.407576354765524,true,0.0,0.0
0.43794830451371175,13.407576354765524,true,0.0,1.0
0.027142879954742887,13.407576354765524,true,0.0,0.0
0.4687399509410347,13.407576354765524,true,0.0,1.0
0.0189322760476459,13.407576354765524,true,0.0,0.0
0.43855308988867453,13.407576354765524,true,0.0,1.0
0.16551632241187972,13.407576354765524,true,0.0,0.0
0.3329798656466314,13.407576354765524,true,0.0,1.0
0.4647795560198865,13.407576354765524,true,0.0,0.0
0.19467921898707483,13.407576354765524,true,0.0,1.0
0.041726748311666055,13.407576354765524,true,0.0,0.0
0.4081807753136294,13.407576354765524,true,0.0,1.0
0.455938901880312,13.407576354765524,true,0.0,0.0
0.2944864016951208,13.407576354765524,true,0.0,1.0
0.15133281459842726,13.407576354765524,true,0.0,0.0
0.26998601022185337,13.407576354765524,true,0.0,1.0
0.03186076916265343,13.407576354765524,true,0.0,0.0
0.43855308988867453,13.407576354765524,true,0.0,1.0
0.02885885530326655,13.407576354765524,true,0.0,0.0
0.42462128287397083,13.407576354765524,true,0.0,1.0
0.3493265168339576,13.407576354765524,true,0.0,0.0
0.4241536411593303,13.407576354765524,true,0.0,1.0
0.03451965241618742,13.407576354765524,true,0.0,0.0
0.2625637064432763,13.407576354765524,true,0.0,1.0
0.3608408340536448,13.407576354765524,true,0.0,0.0
