% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 03-01-2023 16:41:28 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.10282807963618044,10.039251862864413,true,0.0,0.0
0.2544553219315032,10.039251862864413,true,0.0,1.0
0.2988793685311105,10.039251862864413,true,0.0,0.0
0.1846897927626903,10.039251862864413,true,0.0,1.0
0.0,10.039251862864413,true,0.0,0.0
0.11706106847614647,10.039251862864413,true,0.0,1.0
0.09275755993579006,10.039251862864413,true,0.0,0.0
0.199454920448897,10.039251862864413,true,0.0,1.0
0.053130457794494136,10.039251862864413,true,0.0,0.0
0.2654842211556511,10.766883425840863,true,0.0,1.0
0.054146832883311374,10.766883425840863,true,0.0,0.0
0.18006025942795698,10.766883425840863,true,0.0,1.0
0.2544876047271567,10.766883425840863,true,0.0,0.0
0.26582546418908515,10.766883425840863,true,0.0,1.0
0.030071364830934852,10.766883425840863,true,0.0,0.0
0.23536557777406159,10.766883425840863,true,0.0,1.0
0.11741283353154716,10.766883425840863,true,0.0,0.0
0.23428130535713737,10.766883425840863,true,0.0,1.0
0.008517433892700902,10.766883425840863,true,0.0,0.0
0.23191204453963515,10.766883425840863,true,0.0,1.0
0.13861831280962936,10.766883425840863,true,0.0,0.0
0.23536557777406159,10.766883425840863,true,0.0,1.0
0.11741283353154716,10.766883425840863,true,0.0,0.0
0.3536631343649685,10.766883425840863,true,0.0,1.0
0.008517433892700902,10.766883425840863,true,0.0,0.0
0.2391825021332439,10.766883425840863,true,0.0,1.0
0.297576427922711,10.766883425840863,true,0.0,0.0
0.2898996421458195,10.766883425840863,true,0.0,1.0
0.287714070190182,10.766883425840863,true,0.0,0.0
0.30024338696410674,10.766883425840863,true,0.0,1.0
0.31013743924061593,10.766883425840863,true,0.0,0.0
0.11678759113924844,10.766883425840863,true,0.0,1.0
0.3427493147313418,10.766883425840863,true,0.0,0.0
0.2811271132318961,10.766883425840863,true,0.0,1.0
0.21758606360355057,10.766883425840863,true,0.0,0.0
0.30024338696410674,10.766883425840863,true,0.0,1.0
0.31013743924061593,10.766883425840863,true,0.0,0.0
0.1963026670663755,10.766883425840863,true,0.0,1.0
0.1186546583484413,10.766883425840863,true,0.0,0.0
